tourney_date,tourney_name,surface,round,best_of,winner_name,loser_name,score
2021-08-30,Us Open,Hard,R32,3,Angelique Kerber,Sloane Stephens,5-7 6-2 6-3
2021-08-30,Us Open,Hard,R32,3,Leylah Annie Fernandez,Naomi Osaka,5-7 7-6(2) 6-4
2021-08-30,Us Open,Hard,R32,3,Garbine Muguruza,Victoria Azarenka,6-4 3-6 6-2
2021-08-30,Us Open,Hard,R32,3,Elise Mertens,Ons Jabeur,6-3 7-5
2021-08-30,Us Open,Hard,R32,3,Aryna Sabalenka,Danielle Rose Collins,6-3 6-3
2021-08-30,Us Open,Hard,R64,3,Ashleigh Barty,Clara Tauson,6-1 7-5
2021-08-30,Us Open,Hard,R64,3,Shelby Rogers,Sorana Cirstea,7-5 6-2
2021-08-30,Us Open,Hard,R64,3,Sara Sorribes Tormo,Su Wei Hsieh,6-1 6-3
2021-08-30,Us Open,Hard,R64,3,Emma Raducanu,Shuai Zhang,6-2 6-4
2021-08-30,Us Open,Hard,R64,3,Anett Kontaveit,Jil Belen Teichmann,6-4 6-1
2021-08-30,Us Open,Hard,R64,3,Iga Swiatek,Fiona Ferro,3-6 7-6(3) 6-0
2021-08-30,Us Open,Hard,R64,3,Karolina Pliskova,Amanda Anisimova,7-5 6-7(5) 7-6(7)
2021-08-30,Us Open,Hard,R64,3,Ajla Tomljanovic,Petra Martic,7-6(6) 6-4
2021-08-30,Us Open,Hard,R64,3,Anastasia Pavlyuchenkova,Anna Karolina Schmiedlova,6-2 5-7 6-2
2021-08-30,Us Open,Hard,R64,3,Maria Sakkari,Katerina Siniakova,6-4 6-2
2021-08-30,Us Open,Hard,R64,3,Greetje Minnen,Ludmilla Samsonova,6-4 6-4
2021-08-30,Us Open,Hard,R64,3,Darya Kasatkina,Marketa Vondrousova,3-6 6-4 6-4
2021-08-30,Us Open,Hard,R64,3,Elena Rybakina,Caroline Garcia,6-1 6-4
2021-08-30,Us Open,Hard,R64,3,Angelique Kerber,Anhelina Kalinina,6-3 6-2
2021-08-30,Us Open,Hard,R64,3,Sloane Stephens,Cori Gauff,6-4 6-2
2021-08-30,Us Open,Hard,R64,3,Leylah Annie Fernandez,Kaia Kanepi,7-5 7-5
2021-08-30,Us Open,Hard,R64,3,Garbine Muguruza,Andrea Petkovic,6-4 6-2
2021-08-30,Us Open,Hard,R64,3,Ons Jabeur,Maria Camila Osorio Serrano,6-0 6-1
2021-08-30,Us Open,Hard,R64,3,Danielle Rose Collins,Kaja Juvan,6-4 6-2
2021-08-30,Us Open,Hard,R64,3,Aryna Sabalenka,Tamara Zidansek,6-3 6-1
2021-08-30,Us Open,Hard,R128,3,Ashleigh Barty,Vera Zvonareva,6-1 7-6(7)
2021-08-30,Us Open,Hard,R128,3,Sorana Cirstea,Veronika Kudermetova,7-6(5) 3-6 6-0
2021-08-30,Us Open,Hard,R128,3,Sara Sorribes Tormo,Karolina Muchova,6-2 7-6(3)
2021-08-30,Us Open,Hard,R128,3,Jessica Pegula,Anastasia Potapova,6-2 6-2
2021-08-30,Us Open,Hard,R128,3,Paula Badosa,Alison Van Uytvanck,6-4 6-3
2021-08-30,Us Open,Hard,R128,3,Anastasia Pavlyuchenkova,Alison Riske,6-4 6-2
2021-08-30,Us Open,Hard,R128,3,Katerina Siniakova,Anastasija Sevastova,7-6(6) 6-3
2021-08-30,Us Open,Hard,R128,3,Maria Sakkari,Marta Kostyuk,6-4 6-3
2021-08-30,Us Open,Hard,R128,3,Greetje Minnen,Nadia Podoroska,6-4 1-6 6-3
2021-08-30,Us Open,Hard,R128,3,Ludmilla Samsonova,Katie Boulter,6-3 6-2
2021-08-30,Us Open,Hard,R128,3,Bianca Andreescu,Viktorija Golubic,7-5 4-6 7-5
2021-08-30,Us Open,Hard,R128,3,Elina Svitolina,Rebecca Marino,6-2 6-3
2021-08-30,Us Open,Hard,R128,3,Marketa Vondrousova,Elena Gabriela Ruse,7-5 6-0
2021-08-30,Us Open,Hard,R128,3,Darya Kasatkina,Tsvetana Pironkova,6-2 6-1
2021-08-30,Us Open,Hard,R128,3,Elena Rybakina,Aliaksandra Sasnovich,6-2 6-3
2021-08-30,Us Open,Hard,R128,3,Simona Halep,Camila Giorgi,6-4 7-6(3)
2021-08-30,Us Open,Hard,R128,3,Angelique Kerber,Dayana Yastremska,3-6 6-4 7-6(3)
2021-08-30,Us Open,Hard,R128,3,Sloane Stephens,Madison Keys,6-3 1-6 7-6(7)
2021-08-30,Us Open,Hard,R128,3,Cori Gauff,Magda Linette,5-7 6-3 6-4
2021-08-30,Us Open,Hard,R128,3,Kaia Kanepi,Yulia Putintseva,2-6 7-6(4) 6-2
2021-08-30,Us Open,Hard,R128,3,Leylah Annie Fernandez,Ana Konjuh,7-6(3) 6-2
2021-08-30,Us Open,Hard,R128,3,Victoria Azarenka,Tereza Martincova,6-4 6-0
2021-08-30,Us Open,Hard,R128,3,Andrea Petkovic,Irina Camelia Begu,6-2 7-6(3)
2021-08-30,Us Open,Hard,R128,3,Garbine Muguruza,Donna Vekic,7-6(4) 7-6(5)
2021-08-30,Us Open,Hard,R128,3,Elise Mertens,Rebecca Peterson,3-6 7-6(5) 7-6(5)
2021-08-30,Us Open,Hard,R128,3,Ons Jabeur,Alize Cornet,7-5 7-5
2021-08-30,Us Open,Hard,R128,3,Danielle Rose Collins,Carla Suarez Navarro,6-2 6-4
2021-08-23,Chicago,Hard,F,3,Elina Svitolina,Alize Cornet,7-5 6-4
2021-08-23,Cleveland,Hard,F,3,Anett Kontaveit,Irina Camelia Begu,7-6(5) 6-4
2021-08-23,Chicago,Hard,SF,3,Elina Svitolina,Rebecca Peterson,6-1 6-7(4) 6-3
2021-08-23,Cleveland,Hard,SF,3,Irina Camelia Begu,Magda Linette,7-6(5) 6-2
2021-08-23,Cleveland,Hard,SF,3,Anett Kontaveit,Sara Sorribes Tormo,6-4 6-4
2021-08-23,Chicago,Hard,QF,3,Elina Svitolina,Kristina Mladenovic,6-1 6-0
2021-08-23,Chicago,Hard,QF,3,Rebecca Peterson,Tereza Martincova,6-7(4) 6-2 4-1 RET
2021-08-23,Chicago,Hard,QF,3,Alize Cornet,Marketa Vondrousova,2-6 6-4 6-3
2021-08-23,Cleveland,Hard,QF,3,Magda Linette,Darya Kasatkina,6-1 6-2
2021-08-23,Cleveland,Hard,QF,3,Irina Camelia Begu,Aliaksandra Sasnovich,6-2 6-4
2021-08-23,Cleveland,Hard,QF,3,Sara Sorribes Tormo,Shuai Zhang,6-3 6-1
2021-08-23,Cleveland,Hard,QF,3,Anett Kontaveit,Katerina Siniakova,6-3 5-7 6-2
2021-08-23,Chicago,Hard,R16,3,Elina Svitolina,Fiona Ferro,6-4 6-4
2021-08-23,Chicago,Hard,R16,3,Kristina Mladenovic,Francoise Abanda,6-3 6-2
2021-08-23,Chicago,Hard,R16,3,Tereza Martincova,Su Wei Hsieh,3-6 6-4 6-2
2021-08-23,Chicago,Hard,R16,3,Rebecca Peterson,Viktorija Golubic,7-6(5) 6-3
2021-08-23,Chicago,Hard,R16,3,Marta Kostyuk,Kaia Kanepi,6-2 6-3
2021-08-23,Chicago,Hard,R16,3,Marketa Vondrousova,Alison Van Uytvanck,6-1 1-0 RET
2021-08-23,Cleveland,Hard,R16,3,Aliaksandra Sasnovich,Nadia Podoroska,6-7(7) 6-4 6-4
2021-08-23,Cleveland,Hard,R16,3,Sara Sorribes Tormo,Vera Zvonareva,W/O
2021-08-23,Cleveland,Hard,R16,3,Anett Kontaveit,Caroline Garcia,6-3 6-3
2021-08-23,Chicago,Hard,R32,3,Tereza Martincova,Sorana Cirstea,3-6 6-3 6-2
2021-08-23,Chicago,Hard,R32,3,Viktorija Golubic,Maria Camila Osorio Serrano,7-6(5) 6-3
2021-08-23,Chicago,Hard,R32,3,Kaia Kanepi,Anhelina Kalinina,3-6 6-2 7-5
2021-08-23,Chicago,Hard,R32,3,Alize Cornet,Ann Li,6-7(8) 6-0 6-4
2021-08-23,Cleveland,Hard,R32,3,Darya Kasatkina,Kaja Juvan,6-3 6-3
2021-08-23,Cleveland,Hard,R32,3,Irina Camelia Begu,Ekaterina Alexandrova,7-6(3) 6-3
2021-08-23,Cleveland,Hard,R32,3,Katerina Siniakova,Shelby Rogers,7-5 6-1
2021-08-16,Cincinnati,Hard,F,3,Ashleigh Barty,Jil Belen Teichmann,6-3 6-1
2021-08-16,Cincinnati,Hard,SF,3,Ashleigh Barty,Angelique Kerber,6-2 7-5
2021-08-16,Cincinnati,Hard,SF,3,Jil Belen Teichmann,Karolina Pliskova,6-2 6-4
2021-08-16,Cincinnati,Hard,QF,3,Ashleigh Barty,Barbora Krejcikova,6-2 6-4
2021-08-16,Cincinnati,Hard,QF,3,Angelique Kerber,Petra Kvitova,6-4 3-3 RET
2021-08-16,Cincinnati,Hard,QF,3,Karolina Pliskova,Paula Badosa,7-5 2-0 RET
2021-08-16,Cincinnati,Hard,QF,3,Jil Belen Teichmann,Belinda Bencic,6-3 6-2
2021-08-16,Cincinnati,Hard,R16,3,Ashleigh Barty,Victoria Azarenka,6-0 6-2
2021-08-16,Cincinnati,Hard,R16,3,Barbora Krejcikova,Garbine Muguruza,6-1 6-7(5) 6-2
2021-08-16,Cincinnati,Hard,R16,3,Angelique Kerber,Jelena Ostapenko,4-6 6-2 7-5
2021-08-16,Cincinnati,Hard,R16,3,Petra Kvitova,Ons Jabeur,6-1 6-2
2021-08-16,Cincinnati,Hard,R16,3,Karolina Pliskova,Jessica Pegula,6-4 7-6(5)
2021-08-16,Cincinnati,Hard,R16,3,Paula Badosa,Elena Rybakina,6-2 7-6(5)
2021-08-16,Cincinnati,Hard,R16,3,Belinda Bencic,Karolina Muchova,7-5 2-1 RET
2021-08-16,Cincinnati,Hard,R16,3,Jil Belen Teichmann,Naomi Osaka,3-6 6-3 6-3
2021-08-16,Cincinnati,Hard,R32,3,Victoria Azarenka,Alison Riske,6-2 7-5
2021-08-16,Cincinnati,Hard,R32,3,Barbora Krejcikova,Dayana Yastremska,6-1 7-6(5)
2021-08-16,Cincinnati,Hard,R32,3,Garbine Muguruza,Caroline Garcia,6-4 6-3
2021-08-16,Cincinnati,Hard,R32,3,Angelique Kerber,Elina Svitolina,7-5 2-6 6-4
2021-08-16,Cincinnati,Hard,R32,3,Jelena Ostapenko,Jennifer Brady,6-7(2) 5-4 RET
2021-08-16,Cincinnati,Hard,R32,3,Petra Kvitova,Veronika Kudermetova,6-2 6-4
2021-08-16,Cincinnati,Hard,R32,3,Ons Jabeur,Iga Swiatek,6-3 6-3
2021-08-16,Cincinnati,Hard,R32,3,Karolina Pliskova,Yulia Putintseva,6-3 6-2
2021-08-16,Cincinnati,Hard,R32,3,Jessica Pegula,Simona Halep,W/O
2021-08-16,Cincinnati,Hard,R32,3,Elena Rybakina,Elise Mertens,6-3 6-2
2021-08-16,Cincinnati,Hard,R32,3,Paula Badosa,Aryna Sabalenka,5-7 6-2 7-6(4)
2021-08-16,Cincinnati,Hard,R32,3,Karolina Muchova,Bianca Andreescu,6-4 6-2
2021-08-16,Cincinnati,Hard,R32,3,Belinda Bencic,Shelby Rogers,7-6(1) 6-1
2021-08-16,Cincinnati,Hard,R32,3,Naomi Osaka,Cori Gauff,4-6 6-3 6-4
2021-08-16,Cincinnati,Hard,R64,3,Alison Riske,Leylah Annie Fernandez,6-2 6-2
2021-08-16,Cincinnati,Hard,R64,3,Victoria Azarenka,Ludmilla Samsonova,6-2 6-3
2021-08-16,Cincinnati,Hard,R64,3,Barbora Krejcikova,Darya Kasatkina,6-3 6-2
2021-08-16,Cincinnati,Hard,R64,3,Caroline Garcia,Sloane Stephens,7-6(7) 4-6 6-4
2021-08-16,Cincinnati,Hard,R64,3,Angelique Kerber,Maria Sakkari,6-2 6-2
2021-08-16,Cincinnati,Hard,R64,3,Jelena Ostapenko,Tamara Zidansek,7-5 6-1
2021-08-16,Cincinnati,Hard,R64,3,Jennifer Brady,Ekaterina Alexandrova,6-3 7-6(3)
2021-08-16,Cincinnati,Hard,R64,3,Petra Kvitova,Madison Keys,7-5 6-4
2021-08-16,Cincinnati,Hard,R64,3,Ons Jabeur,Anett Kontaveit,6-2 4-6 7-5
2021-08-16,Cincinnati,Hard,R64,3,Yulia Putintseva,Shuai Zhang,6-2 6-0
2021-08-16,Cincinnati,Hard,R64,3,Jessica Pegula,Camila Giorgi,6-2 6-2
2021-08-16,Cincinnati,Hard,R64,3,Simona Halep,Magda Linette,6-4 3-6 6-1
2021-08-16,Cincinnati,Hard,R64,3,Elise Mertens,Nadia Podoroska,6-3 6-4
2021-08-16,Cincinnati,Hard,R64,3,Paula Badosa,Petra Martic,4-6 6-4 7-6(9)
2021-08-16,Cincinnati,Hard,R64,3,Karolina Muchova,Johanna Konta,3-6 7-6(5) 6-2
2021-08-16,Cincinnati,Hard,R64,3,Shelby Rogers,Danielle Rose Collins,6-4 2-1 RET
2021-08-16,Cincinnati,Hard,R64,3,Belinda Bencic,Marketa Vondrousova,6-3 7-5
2021-08-16,Cincinnati,Hard,R64,3,Jil Belen Teichmann,Sorana Cirstea,6-2 6-0
2021-08-16,Cincinnati,Hard,R64,3,Cori Gauff,Su Wei Hsieh,6-1 6-2
2021-08-09,Montreal,Hard,F,3,Camila Giorgi,Karolina Pliskova,6-3 7-5
2021-08-09,Montreal,Hard,SF,3,Karolina Pliskova,Aryna Sabalenka,6-3 6-4
2021-08-09,Montreal,Hard,SF,3,Camila Giorgi,Jessica Pegula,6-3 3-6 6-1
2021-08-09,Montreal,Hard,QF,3,Aryna Sabalenka,Victoria Azarenka,6-2 6-4
2021-08-09,Montreal,Hard,QF,3,Karolina Pliskova,Sara Sorribes Tormo,6-4 6-0
2021-08-09,Montreal,Hard,QF,3,Camila Giorgi,Cori Gauff,6-4 7-6(2)
2021-08-09,Montreal,Hard,QF,3,Jessica Pegula,Ons Jabeur,1-6 7-6(4) 6-0
2021-08-09,Montreal,Hard,R16,3,Aryna Sabalenka,Rebecca Marino,6-1 6-3
2021-08-09,Montreal,Hard,R16,3,Victoria Azarenka,Maria Sakkari,6-4 3-6 7-6(2)
2021-08-09,Montreal,Hard,R16,3,Karolina Pliskova,Amanda Anisimova,6-1 7-6(8)
2021-08-09,Montreal,Hard,R16,3,Sara Sorribes Tormo,Katerina Siniakova,6-7(4) 6-0 6-3
2021-08-09,Montreal,Hard,R16,3,Camila Giorgi,Petra Kvitova,6-4 6-4
2021-08-09,Montreal,Hard,R16,3,Cori Gauff,Johanna Konta,W/O
2021-08-09,Montreal,Hard,R16,3,Jessica Pegula,Danielle Rose Collins,6-4 3-6 7-5
2021-08-09,Montreal,Hard,R16,3,Ons Jabeur,Bianca Andreescu,6-7(5) 6-4 6-1
2021-08-09,Montreal,Hard,R32,3,Aryna Sabalenka,Sloane Stephens,7-6(4) 4-6 6-4
2021-08-09,Montreal,Hard,R32,3,Rebecca Marino,Paula Badosa,1-6 7-5 6-4
2021-08-09,Montreal,Hard,R32,3,Maria Sakkari,Veronika Kudermetova,6-4 5-7 6-4
2021-08-09,Montreal,Hard,R32,3,Victoria Azarenka,Sorana Cirstea,6-2 6-2
2021-08-09,Montreal,Hard,R32,3,Karolina Pliskova,Donna Vekic,4-6 6-3 7-6(2)
2021-08-09,Montreal,Hard,R32,3,Amanda Anisimova,Oceane Dodin,6-3 6-3
2021-08-09,Montreal,Hard,R32,3,Sara Sorribes Tormo,Ludmilla Samsonova,6-4 6-3
2021-08-09,Montreal,Hard,R32,3,Katerina Siniakova,Garbine Muguruza,6-2 0-6 6-3
2021-08-09,Montreal,Hard,R32,3,Petra Kvitova,Fiona Ferro,6-4 6-4
2021-08-09,Montreal,Hard,R32,3,Camila Giorgi,Nadia Podoroska,6-2 6-4
2021-08-09,Montreal,Hard,R32,3,Cori Gauff,Anastasia Potapova,5-0 RET
2021-08-09,Montreal,Hard,R32,3,Johanna Konta,Elina Svitolina,3-6 6-3 6-2
2021-08-09,Montreal,Hard,R32,3,Danielle Rose Collins,Simona Halep,2-6 6-4 6-4
2021-08-09,Montreal,Hard,R32,3,Jessica Pegula,Anastasia Pavlyuchenkova,1-6 6-3 6-2
2021-08-09,Montreal,Hard,R32,3,Ons Jabeur,Darya Kasatkina,2-6 6-3 6-4
2021-08-09,Montreal,Hard,R64,3,Sloane Stephens,Dayana Yastremska,6-4 1-6 6-4
2021-08-09,Montreal,Hard,R64,3,Paula Badosa,Viktorija Golubic,6-2 6-3
2021-08-09,Montreal,Hard,R64,3,Rebecca Marino,Madison Keys,6-3 6-3
2021-08-09,Montreal,Hard,R64,3,Veronika Kudermetova,Yulia Putintseva,1-6 6-2 6-4
2021-08-09,Montreal,Hard,R64,3,Sorana Cirstea,Alison Riske,6-3 6-4
2021-08-09,Montreal,Hard,R64,3,Donna Vekic,Alison Van Uytvanck,6-1 6-2
2021-08-09,Montreal,Hard,R64,3,Amanda Anisimova,Tereza Martincova,6-1 4-3 RET+H64
2021-08-09,Montreal,Hard,R64,3,Oceane Dodin,Karolina Muchova,6-3 1-6 6-2
2021-08-09,Montreal,Hard,R64,3,Ludmilla Samsonova,Elena Rybakina,6-4 5-7 6-4
2021-08-09,Montreal,Hard,R64,3,Katerina Siniakova,Jelena Ostapenko,6-1 6-3
2021-08-09,Montreal,Hard,R64,3,Fiona Ferro,Ajla Tomljanovic,2-6 6-2
2021-08-09,Montreal,Hard,R64,3,Nadia Podoroska,Magda Linette,6-1 6-2
2021-08-09,Montreal,Hard,R64,3,Camila Giorgi,Elise Mertens,6-3 7-5
2021-08-09,Montreal,Hard,R64,3,Cori Gauff,Anastasija Sevastova,6-1 6-4
2021-08-09,Montreal,Hard,R64,3,Anastasia Potapova,Shelby Rogers,7-6(6) 6-3
2021-08-09,Montreal,Hard,R64,3,Johanna Konta,Shuai Zhang,4-6 5-2 RET
2021-08-09,Montreal,Hard,R64,3,Danielle Rose Collins,Jil Belen Teichmann,4-6 6-1 6-3
2021-08-09,Montreal,Hard,R64,3,Jessica Pegula,Anett Kontaveit,5-7 6-3 6-3
2021-08-09,Montreal,Hard,R64,3,Anastasia Pavlyuchenkova,Caroline Garcia,6-4 6-4
2021-08-09,Montreal,Hard,R64,3,Darya Kasatkina,Petra Martic,7-5 6-3
2021-08-02,San Jose,Hard,F,3,Danielle Rose Collins,Darya Kasatkina,6-3 6-7(10) 6-1
2021-08-02,San Jose,Hard,SF,3,Darya Kasatkina,Elise Mertens,6-3 6-2
2021-08-02,San Jose,Hard,SF,3,Danielle Rose Collins,Ana Konjuh,6-0 6-2
2021-08-02,San Jose,Hard,QF,3,Elise Mertens,Yulia Putintseva,6-3 7-6(8)
2021-08-02,San Jose,Hard,QF,3,Darya Kasatkina,Magda Linette,6-4 3-6 6-4
2021-08-02,San Jose,Hard,QF,3,Ana Konjuh,Shuai Zhang,3-6 6-2 6-0
2021-08-02,San Jose,Hard,QF,3,Danielle Rose Collins,Elena Rybakina,7-6(5) 7-6(4)
2021-08-02,Cluj-Napoca,Clay,R16,3,Anna Karolina Schmiedlova,Kaja Juvan,7-6(7) 6-0
2021-08-02,Cluj-Napoca,Clay,R16,3,Andrea Petkovic,Jaqueline Adina Cristian,6-4 6-3
2021-08-02,San Jose,Hard,R16,3,Elise Mertens,Kristina Mladenovic,6-2 4-6 6-4
2021-08-02,San Jose,Hard,R16,3,Yulia Putintseva,Ajla Tomljanovic,3-6 7-5 6-3
2021-08-02,San Jose,Hard,R16,3,Darya Kasatkina,Caroline Garcia,3-6 7-5 6-3
2021-08-02,San Jose,Hard,R16,3,Magda Linette,Petra Martic,7-5 7-6(5)
2021-08-02,San Jose,Hard,R16,3,Ana Konjuh,Alison Riske,6-1 6-4
2021-08-02,San Jose,Hard,R16,3,Shuai Zhang,Madison Keys,7-5 7-6(5)
2021-08-02,San Jose,Hard,R16,3,Danielle Rose Collins,Sloane Stephens,3-6 6-4 6-3
2021-08-02,San Jose,Hard,R32,3,Ajla Tomljanovic,Amanda Anisimova,1-6 7-5 7-5
2021-08-02,San Jose,Hard,R32,3,Yulia Putintseva,Donna Vekic,7-5 6-3
2021-08-02,San Jose,Hard,R32,3,Petra Martic,Anastasija Sevastova,6-3 6-3
2021-08-02,San Jose,Hard,R32,3,Shuai Zhang,Emma Raducanu,6-3 6-2
2021-08-02,San Jose,Hard,R32,3,Danielle Rose Collins,Shelby Rogers,6-4 6-3
2021-07-24,Tokyo Olympics,Hard,F,3,Belinda Bencic,Marketa Vondrousova,7-5 2-6 6-3
2021-07-24,Tokyo Olympics,Hard,SF,3,Belinda Bencic,Elena Rybakina,7-6(2) 4-6 6-3
2021-07-24,Tokyo Olympics,Hard,SF,3,Marketa Vondrousova,Elina Svitolina,6-3 6-1
2021-07-24,Tokyo Olympics,Hard,BR,3,Elina Svitolina,Elena Rybakina,1-6 7-6(5) 6-4
2021-07-24,Tokyo Olympics,Hard,QF,3,Belinda Bencic,Anastasia Pavlyuchenkova,6-0 3-6 6-3
2021-07-24,Tokyo Olympics,Hard,QF,3,Elena Rybakina,Garbine Muguruza,7-5 6-1
2021-07-24,Tokyo Olympics,Hard,QF,3,Elina Svitolina,Camila Giorgi,6-4 6-4
2021-07-24,Tokyo Olympics,Hard,QF,3,Marketa Vondrousova,Paula Badosa,6-3 0-0 RET
2021-07-24,Tokyo Olympics,Hard,R16,3,Anastasia Pavlyuchenkova,Sara Sorribes Tormo,6-1 6-3
2021-07-24,Tokyo Olympics,Hard,R16,3,Belinda Bencic,Barbora Krejcikova,1-6 6-2 6-3
2021-07-24,Tokyo Olympics,Hard,R16,3,Elena Rybakina,Donna Vekic,7-6(3) 6-4
2021-07-24,Tokyo Olympics,Hard,R16,3,Garbine Muguruza,Alison Van Uytvanck,6-4 6-1
2021-07-24,Tokyo Olympics,Hard,R16,3,Camila Giorgi,Karolina Pliskova,6-4 6-2
2021-07-24,Tokyo Olympics,Hard,R16,3,Elina Svitolina,Maria Sakkari,5-7 6-3 6-4
2021-07-24,Tokyo Olympics,Hard,R16,3,Paula Badosa,Nadia Podoroska,6-2 6-3
2021-07-24,Tokyo Olympics,Hard,R16,3,Marketa Vondrousova,Naomi Osaka,6-1 6-4
2021-07-24,Tokyo Olympics,Hard,R32,3,Barbora Krejcikova,Leylah Annie Fernandez,6-2 6-4
2021-07-24,Tokyo Olympics,Hard,R32,3,Donna Vekic,Aryna Sabalenka,6-4 3-6 7-6(3)
2021-07-24,Tokyo Olympics,Hard,R32,3,Elena Rybakina,Rebecca Peterson,6-2 6-3
2021-07-24,Tokyo Olympics,Hard,R32,3,Alison Van Uytvanck,Petra Kvitova,5-7 6-3 6-0
2021-07-24,Tokyo Olympics,Hard,R32,3,Garbine Muguruza,Qiang Wang,6-3 6-0
2021-07-24,Tokyo Olympics,Hard,R32,3,Karolina Pliskova,Carla Suarez Navarro,6-3 6-7(0) 6-1
2021-07-24,Tokyo Olympics,Hard,R32,3,Camila Giorgi,Elena Vesnina,6-3 6-1
2021-07-24,Tokyo Olympics,Hard,R32,3,Elina Svitolina,Ajla Tomljanovic,4-6 6-3 6-4
2021-07-24,Tokyo Olympics,Hard,R32,3,Paula Badosa,Iga Swiatek,6-3 7-6(4)
2021-07-24,Tokyo Olympics,Hard,R32,3,Nadia Podoroska,Ekaterina Alexandrova,6-1 6-3
2021-07-24,Tokyo Olympics,Hard,R32,3,Naomi Osaka,Viktorija Golubic,6-3 6-2
2021-07-24,Tokyo Olympics,Hard,R32,3,Sara Sorribes Tormo,Fiona Ferro,6-1 6-4
2021-07-24,Tokyo Olympics,Hard,R64,3,Marketa Vondrousova,Kiki Bertens,6-4 3-6 6-4
2021-07-24,Tokyo Olympics,Hard,R64,3,Viktorija Golubic,Maria Camila Osorio Serrano,6-4 6-1
2021-07-24,Tokyo Olympics,Hard,R64,3,Naomi Osaka,Saisai Zheng,6-1 6-4
2021-07-24,Tokyo Olympics,Hard,R64,3,Sara Sorribes Tormo,Ashleigh Barty,6-4 6-3
2021-07-24,Tokyo Olympics,Hard,R64,3,Fiona Ferro,Anastasija Sevastova,2-6 6-4 6-2
2021-07-24,Tokyo Olympics,Hard,R64,3,Belinda Bencic,Jessica Pegula,6-3 6-3
2021-07-24,Tokyo Olympics,Hard,R64,3,Leylah Annie Fernandez,Dayana Yastremska,6-3 3-6 6-0
2021-07-24,Tokyo Olympics,Hard,R64,3,Aryna Sabalenka,Magda Linette,6-2 6-1
2021-07-24,Tokyo Olympics,Hard,R64,3,Donna Vekic,Caroline Garcia,6-2 6-7(2) 6-3
2021-07-24,Tokyo Olympics,Hard,R64,3,Garbine Muguruza,Veronika Kudermetova,7-5 7-5
2021-07-24,Tokyo Olympics,Hard,R64,3,Karolina Pliskova,Alize Cornet,6-1 6-3
2021-07-24,Tokyo Olympics,Hard,R64,3,Carla Suarez Navarro,Ons Jabeur,6-4 6-1
2021-07-24,Tokyo Olympics,Hard,R64,3,Elena Vesnina,Jelena Ostapenko,6-4 6-7(2) 6-4
2021-07-24,Tokyo Olympics,Hard,R64,3,Camila Giorgi,Jennifer Brady,6-3 6-2
2021-07-24,Tokyo Olympics,Hard,R64,3,Maria Sakkari,Anett Kontaveit,7-5 6-2
2021-07-24,Tokyo Olympics,Hard,R64,3,Elina Svitolina,Laura Siegemund,6-3 5-7 6-4
