Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
Oceane Dodin,1608.9596502646589,84.89096346404682,78,32,0,46,2
Marta Kostyuk,1608.542036014811,85.23344516236013,34,16,0,18,0
Nadia Podoroska,1608.2556119672363,76.68948689783552,49,27,0,22,0
Kaja Juvan,1607.799379769697,79.65258521799197,39,18,0,21,3
Tamara Zidansek,1604.6097145709962,70.6680011626176,92,46,0,46,1
Polona Hercog,1604.2956315359954,73.92286853786402,377,174,0,203,5
Barbora Zahlavova Strycova,1603.5599845804654,75.84160703214596,536,273,0,263,7
Monica Puig,1603.4715860659217,81.38632582994255,299,155,0,144,13
Ludmilla Samsonova,1599.4728853012061,81.31681030678892,32,12,0,20,0
Anna Lena Friedsam,1597.013455040617,85.96674880031244,109,51,0,58,1
Rebecca Peterson,1596.1354953329183,74.78486332775084,126,58,0,68,2
Sara Errani,1587.9245933184886,79.45458933493688,593,340,0,253,0
Katerina Siniakova,1587.8890972024465,72.34787342551579,252,113,0,139,2
Xiyu Wang,1587.6857781677343,86.26894708899948,31,13,0,18,0
Lauren Davis,1584.0352781566464,72.48573059772599,250,113,0,137,0
Lesia Tsurenko,1582.682155542618,83.88975397595982,302,140,0,162,3
Bernarda Pera,1582.0798300104614,73.45515433069278,84,37,0,47,1
Kirsten Flipkens,1581.8501200457424,77.40023590986188,424,202,0,222,2
Sloane Stephens,1581.8071201133632,72.72095177998726,397,231,0,166,1
Shuai Peng,1578.3914599500235,79.90605395986103,438,237,0,201,24
Samantha Stosur,1575.0522094800547,81.08359733870384,680,401,0,279,6
Nao Hibino,1574.759231720226,74.38741492734259,143,67,0,76,0
Ana Bogdan,1573.5507516791445,78.47345207464726,104,42,0,62,3
Tatjana Maria,1570.6447132802653,76.37907092332594,226,82,0,144,17
Tereza Martincova,1564.9650291044459,77.77200957071604,71,26,0,45,0
Anna Kalinskaya,1564.4468115339864,80.6993897603647,49,15,0,34,1
Jasmine Paolini,1563.8450847287631,76.44142618634058,53,19,0,34,0
Greetje Minnen,1561.2047201659022,77.29769882440455,35,15,0,20,4
Heather Watson,1561.0314428567451,75.83664883496556,304,138,0,166,0
Misaki Doi,1559.160755238835,76.53390684723591,246,99,0,147,0
Bethanie Mattek Sands,1558.7849574262455,104.76391597440293,242,101,0,141,8
Arantxa Rus,1557.9704905945632,74.1807387041968,171,64,0,107,0
Kristyna Pliskova,1556.5632150289412,75.11621354536959,214,87,0,127,2
Lara Arruabarrena,1556.250288224802,91.39135382669504,220,100,0,120,1
Rebecca Marino,1552.8631064426831,113.29518051967081,60,25,0,35,0
Christina Mchale,1551.9673085189468,75.98934513171574,378,173,0,205,0
Lucie Hradecka,1551.4409168788416,124.96935329584156,205,88,0,117,10
Nina Stojanovic,1551.3592556925032,77.26571712810582,51,19,0,32,0
Lin Zhu,1550.755770081449,79.97402127853405,94,38,0,56,3
Anna Blinkova,1549.4408012759213,73.6221093871219,84,30,0,54,2
Madison Brengle,1546.092770058549,79.60168259204862,186,72,0,114,0
Yanina Wickmayer,1543.299360146985,100.4632323812827,424,224,0,200,17
Mona Barthel,1542.4979122144084,86.82830397851838,322,152,0,170,7
Su Jeong Jang,1542.261747609144,106.81368590678476,36,15,0,21,21
Viktoria Kuzmova,1536.8986698938133,75.50074535034865,101,46,0,55,3
Kurumi Nara,1534.1255731266147,95.08047645596697,216,92,0,124,1
Kristie Ahn,1532.87691546681,90.28729800759311,43,15,0,28,0
Magdalena Frech,1529.9734947127286,99.02488301080334,38,12,0,26,0
Monica Niculescu,1527.4743798523966,86.83869713330564,397,186,0,211,7
Antonia Lottner,1526.1864019770508,94.49293849214368,39,12,0,27,21
Pauline Parmentier,1523.2671668898056,80.54682171871147,287,106,0,181,13
Kateryna Kozlova,1522.6542741702633,80.1742266149072,133,55,0,78,13
Kristina Kucova,1520.7019218795929,99.95039677476579,81,29,0,52,2
Mandy Minella,1517.1838705983807,88.5042393464636,179,73,0,106,21
Sachia Vickery,1516.154196774291,100.01410833401941,77,32,0,45,1
Olga Govortsova,1515.8265726210861,103.57864298497377,270,110,0,160,17
Ysaline Bonaventure,1515.223962595594,83.74920105046593,56,22,0,34,7
Kateryna Bondarenko,1514.8094901985796,83.53981614097468,257,112,0,145,10
Viktoriya Tomova,1512.9979332972184,88.32182896294543,43,15,0,28,0
Vera Lapko,1512.4846384373634,89.3140462601312,50,21,0,29,3
Stefanie Voegele,1510.5316538157917,80.95617356348339,275,104,0,171,0
Yafan Wang,1507.8106552273825,77.12654735870858,119,55,0,64,0
Natalia Vikhlyantseva,1506.9980639084338,92.0696886319799,90,36,0,54,0
Renata Zarazua,1506.4467971894635,88.11377381489027,37,14,0,23,0
