Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
Anhelina Kalinina,1636.9936766022197,104.12640909863799,19,8,0,11,0
Laura Siegemund,1636.648709757603,74.45018661609159,191,94,0,97,5
Rebecca Marino,1634.899161483148,107.02624799489242,64,27,0,37,0
Saisai Zheng,1633.4441017111146,77.90866632935128,218,92,0,126,5
Clara Tauson,1632.7876164212994,90.18396522331636,29,15,0,14,0
Shuai Zhang,1630.0930299950026,69.01135009272832,377,174,0,203,0
Kiki Bertens,1630.064044420384,79.20426996577307,412,237,0,175,5
Francoise Abanda,1629.607681748545,119.29509656772369,39,16,0,23,1
Petra Martic,1625.3457150270788,71.36413482086887,314,158,0,156,0
Su Wei Hsieh,1623.7379863050978,77.66282752675511,324,159,0,165,0
Aliaksandra Sasnovich,1623.4240778632702,73.07841832225522,222,110,0,112,0
Rebecca Peterson,1618.3587023216462,73.77490110985897,142,65,0,77,0
Oceane Dodin,1617.7138012004104,78.0571558158231,90,38,0,52,3
Jaqueline Adina Cristian,1616.5503548479574,101.24414619457835,17,9,0,8,4
Anna Karolina Schmiedlova,1615.2002280984543,75.53741092206536,212,95,0,117,0
Kristina Mladenovic,1614.5198645284484,71.2978092167588,444,216,0,228,0
Kaja Juvan,1613.2605818363504,80.23350163823339,49,22,0,27,0
Greetje Minnen,1612.7183929517698,79.00734204360698,44,20,0,24,0
Alison Riske,1609.3525330270058,76.38224906775869,327,156,0,171,0
Marcela Zacarias,1603.1811139547315,139.92581998293002,18,11,0,7,18
Alison Van Uytvanck,1598.9433154090245,75.75745330617346,245,112,0,133,0
Aleksandra Krunic,1597.8522527547386,90.62691955577326,184,82,0,102,4
Zarina Diyas,1597.3174769991908,75.18149435008367,236,109,0,127,0
Danka Kovinic,1595.9988255021574,79.2020547299982,171,74,0,97,0
Veronica Cepede Royg,1595.992418225004,107.74186841586643,120,62,0,58,5
Lesia Tsurenko,1595.1873454197637,90.3302557692022,304,141,0,163,4
Kristina Kucova,1594.5647896228486,84.26900654755059,93,37,0,56,0
Patricia Maria Tig,1591.8281450637573,79.17678467411406,81,38,0,43,8
Varvara Gracheva,1590.3713976977203,77.0206461853834,38,15,0,23,0
Sara Errani,1589.3475900352848,79.19019881777896,608,346,0,262,0
Lauren Davis,1587.8554804131534,75.41056902488823,262,118,0,144,0
Paula Ormaechea,1586.8009441855015,103.63280339419875,90,43,0,47,4
Astra Sharma,1586.732231755697,79.75496549453057,47,21,0,26,0
Marie Bouzkova,1584.7493001411342,74.52660298748064,77,33,0,44,0
Clara Burel,1582.6864568449469,87.0721348897958,26,11,0,15,0
Kirsten Flipkens,1582.0885709728939,77.39922863656322,427,204,0,223,20
Kateryna Kozlova,1577.579007787976,76.62991235549829,147,62,0,85,5
Polona Hercog,1577.2501387891418,78.2429995009041,391,177,0,214,0
Venus Williams,1576.0215596284527,81.62914235366587,647,469,0,178,1
Xiyu Wang,1575.2903548191478,83.75382891281687,35,14,0,21,11
Ana Bogdan,1574.998966924673,76.02365037421606,120,49,0,71,0
Caty Mcnally,1574.0389635929953,83.16598386572177,36,14,0,22,0
Lin Zhu,1560.9476719268707,84.0271429463372,97,39,0,58,8
Claire Liu,1559.283180918374,105.7354571000369,24,9,0,15,0
Heather Watson,1558.0545700532246,75.17550582670587,322,145,0,177,0
Anna Lena Friedsam,1557.1286796836107,81.80588177543065,118,54,0,64,4
Anastasia Gasanova,1555.9407995895806,120.37583035477398,10,5,0,5,6
Bethanie Mattek Sands,1554.058502400755,108.45608914863948,244,102,0,142,1
Elisabetta Cocciaretto,1550.7272683443084,90.19298105363067,24,11,0,13,6
Madison Brengle,1550.722974502496,80.96947440518264,194,75,0,119,0
Kristyna Pliskova,1550.6685219968278,74.85557292050437,228,92,0,136,0
Nina Stojanovic,1548.7537905266975,77.37920687758786,65,24,0,41,0
Bernarda Pera,1547.6049895578728,73.97743513502611,101,42,0,59,0
Ysaline Bonaventure,1547.421174048146,84.81564743852132,62,25,0,37,5
Dalma Galfi,1546.3228252068093,122.15669375570455,16,7,0,9,0
Mihaela Buzarnescu,1546.206265566222,75.71670174625905,127,61,0,66,4
Tamara Korpatsch,1545.6382519078136,85.09820797508078,39,17,0,22,5
Kristie Ahn,1544.698200311884,87.88544647526882,47,17,0,30,8
Jasmine Paolini,1543.0631418885446,75.77422185334473,66,23,0,43,0
Kurumi Nara,1542.811880137767,93.35692662021381,218,93,0,125,11
Storm Sanders,1540.9507192295248,101.47573419308519,24,8,0,16,0
Kamilla Rakhimova,1540.8576977351368,112.78548269366479,16,6,0,10,0
Viktoria Kuzmova,1534.7728915776047,77.82072018731243,107,49,0,58,4
Reka Luca Jani,1534.6226535540884,109.71792537316264,36,15,0,21,4
Olga Danilovic,1533.6844568994936,88.38381287412442,35,18,0,17,0
Daniela Seguel,1530.2399991797581,109.11705889423312,29,15,0,14,19
Monica Niculescu,1528.619830903585,95.17030241740498,400,187,0,213,8
Anna Kalinskaya,1528.346060628081,81.83657811875383,54,16,0,38,6
Arantxa Rus,1527.4085872749195,80.22275609161824,179,66,0,113,0
Natalia Vikhlyantseva,1525.4324608361094,87.05908305915104,95,39,0,56,5
Georgina Garcia Perez,1521.7959730062541,116.36906294604127,17,6,0,11,11
Coco Vandeweghe,1521.7256101011658,86.10973035747415,285,141,0,144,0
Misaki Doi,1518.4601181297771,77.22546519753334,261,103,0,158,0
Sachia Vickery,1516.360512929374,100.02036947770532,77,32,0,45,19
Aliona Bolsova,1516.196029354089,90.92302183234328,27,10,0,17,6
Harmony Tan,1515.382292817166,98.60010578216904,20,7,0,13,5
Vera Lapko,1512.4923643517814,89.31677011063285,50,21,0,29,21
Nao Hibino,1512.2744019810548,76.26960790290893,156,70,0,86,0
Rebecca Sramkova,1511.8253963642935,136.92104815765023,12,4,0,8,6
Nuria Parrizas Diaz,1509.5950473711955,117.24032877857341,10,5,0,5,0
Anna Bondar,1507.1834945684645,124.07714134329262,14,6,0,8,5
Aldila Sutjiadi,1505.0774177661165,133.08945379796413,19,13,0,6,1
Leonie Kung,1502.84157840298,108.35893843809166,15,7,0,8,5
Martina Trevisan,1501.0288609600243,88.40241698599803,34,9,0,25,0
